index,score
"(28, '9315')",0.009751918
"(28, '8848')",0.0505132
"(28, '8575')",0.007392289
"(28, '6395')",0.005964451
"(28, '26306')",0.008089134
"(28, '39827')",0.02693036
"(28, '16789')",0.008696718
"(28, '7652')",0.007684255
"(28, '38298')",0.01505282
"(28, '39989')",0.010872416
"(28, '7319')",0.005859602
"(28, '5098')",0.043185834
"(28, '10502')",0.008072027
"(28, '23763')",0.005976011
"(28, '26955')",0.006343585
"(28, '3869')",0.005948774
"(28, '35472')",0.007163405
"(28, '26801')",0.00588557
"(28, '39522')",0.014480631
"(28, '4635')",0.008602298
"(28, '22112')",0.00740314
"(28, '42792')",0.00914198
"(28, '31302')",0.006844014
"(28, '24721')",0.00901462
"(28, '73')",0.011065004
"(28, '19373')",0.018427435
"(28, '16017')",0.056334011
"(28, '27808')",0.013307293
"(28, '17031')",0.007877466
"(28, '33379')",0.006654628
"(28, '14583')",0.005681137
"(28, '7292')",0.04182516
"(28, '1617')",0.005203705
"(28, '28632')",0.016387992
"(28, '24206')",0.007043072
"(28, '11083')",0.065831877
"(28, '17958')",0.011566155
"(28, '31446')",0.053203568
"(28, '8506')",0.005768259
"(28, '2381')",0.006200096
"(28, '3641')",0.007179097
"(28, '16672')",0.006656147
"(28, '84')",0.007518121
"(28, '16117')",0.005533989
"(28, '32267')",0.006220609
"(28, '39413')",0.007468214
"(28, '32411')",0.190162063
"(28, '24715')",0.033796906
"(28, '34783')",0.005679192
"(28, '39953')",0.012914746
"(28, '13810')",0.00757094
"(28, '33919')",0.006643977
"(6652, '24019')",0.068545774
"(6652, '9535')",0.041855823
"(6652, '849')",0.060485926
"(6652, '23068')",0.62084353
"(6652, '10733')",0.031538732
"(6652, '36732')",0.018703565
"(6652, '32430')",0.043865662
"(6652, '15275')",0.02977054
"(6652, '7767')",0.014995431
"(6652, '3214')",0.063175194
"(6652, '6243')",0.032989677
"(6652, '31800')",0.022235848
"(6652, '11901')",0.053346667
"(6652, '33078')",0.186405659
"(6652, '26538')",0.018619021
"(6652, '9407')",0.330006331
"(6652, '2370')",0.015068409
"(6652, '19140')",0.615845621
"(6652, '38912')",0.039860234
"(6652, '3593')",0.019717181
"(6652, '20757')",0.024285564
"(6652, '7344')",0.026559208
"(6652, '16551')",0.023471277
"(6652, '7610')",0.052810002
"(6652, '19312')",0.072106555
"(6652, '10060')",0.026486743
"(6652, '3727')",0.071113527
"(6652, '31560')",0.053569786
"(6652, '16262')",0.008327355
"(6652, '1176')",0.035334602
"(6652, '32390')",0.00931879
"(6652, '35476')",0.026403783
"(6652, '3524')",0.041745029
"(6652, '10828')",0.046017505
"(6652, '9095')",0.015080687
"(6652, '6980')",0.046087183
"(6652, '31674')",0.022375328
"(6652, '39389')",0.053443741
"(6652, '11892')",0.017761946
"(6652, '21844')",0.042004399
"(6652, '29179')",0.027392505
"(6652, '5212')",0.043066762
"(6652, '17656')",0.031021111
"(6652, '39726')",0.00839643
"(6652, '22642')",0.026242474
"(6652, '31059')",0.019805301
"(6652, '23769')",0.071135506
"(6652, '42312')",0.012674399
"(6652, '7556')",0.034655295
"(6652, '235')",0.059365831
"(6652, '13627')",0.017045291
"(6652, '8100')",0.076939195
"(6652, '14383')",0.01166748
"(6652, '26608')",0.040775716
"(6652, '36197')",0.028863473
"(6652, '3099')",0.007162307
"(6652, '22965')",0.035805833
"(6652, '26280')",0.035619594
"(6652, '40790')",0.608694255
"(6652, '14631')",0.036646836
"(6652, '24958')",0.007541678
"(6652, '7842')",0.02417174
"(6652, '13963')",0.030800721
"(6652, '18270')",0.057466377
"(6652, '37791')",0.063992307
"(6652, '30438')",0.060069017
"(6652, '8774')",0.055388201
"(6652, '22417')",0.046068169
"(6652, '7825')",0.070119254
"(6652, '28385')",0.059322234
"(6652, '14186')",0.048791416
"(6652, '34612')",0.025345203
"(6652, '17369')",0.037508376
"(6652, '6606')",0.05191797
"(6652, '39271')",0.007651201
"(6652, '24187')",0.030877205
"(6652, '20110')",0.015528434
"(6652, '29388')",0.076971211
"(6652, '13681')",0.066130474
"(6652, '1239')",0.032485086
"(6652, '9416')",0.020469071
"(6652, '3008')",0.034581855
"(6652, '2324')",0.010284879
"(6652, '2784')",0.072883017
"(6652, '11428')",0.040210102
"(6652, '38333')",0.037380796
"(6652, '10587')",0.044119507
"(6652, '21471')",0.072180606
"(6652, '14786')",0.019728117
"(6652, '487')",0.061981272
"(6652, '12220')",0.015256342
"(6652, '15611')",0.011117593
"(6652, '23045')",0.060960446
"(6652, '40584')",0.068462521
"(6652, '7809')",0.018500013
"(6652, '31354')",0.031319976
"(6652, '36895')",0.047537576
"(6652, '29886')",0.011950374
"(6652, '128')",0.029407272
"(6652, '40789')",0.611620784
"(13, '17161')",0.392712355
"(13, '34257')",0.530111849
"(13, '12615')",0.547912717
"(13, '27669')",0.008063224
"(13, '24555')",0.007490213
"(13, '16056')",0.563718498
"(13, '8291')",0.566697955
"(13, '21407')",0.012683
"(13, '32011')",0.528547406
"(13, '12945')",0.53666234
"(13, '9354')",0.005937944
"(13, '6904')",0.540301442
"(13, '26296')",0.009210311
"(13, '39422')",0.01378191
"(13, '652')",0.533902049
"(13, '16918')",0.007124396
"(13, '833')",0.009223146
"(13, '33394')",0.57409668
"(13, '3797')",0.023648139
"(13, '2590')",0.593542814
"(13, '39433')",0.012466913
"(13, '22187')",0.006274027
"(13, '32219')",0.008297446
"(13, '8679')",0.059921164
"(13, '32211')",0.024137232
"(13, '11260')",0.012135171
"(13, '34260')",0.008019489
"(13, '42603')",0.583602786
"(13, '22596')",0.019399352
"(13, '36788')",0.573771894
"(13, '28593')",0.565841258
"(13, '626')",0.007766711
"(13, '23247')",0.008599808
"(13, '24144')",0.024029393
"(13, '15534')",0.327973068
"(13, '42993')",0.017635953
"(13, '8233')",0.007988255
"(13, '42739')",0.008079887
"(13, '8530')",0.008460678
"(13, '37817')",0.585303724
"(13, '31805')",0.57486403
"(13, '8799')",0.584110379
"(13, '19025')",0.012564878
"(13, '9571')",0.006473651
"(13, '34332')",0.008748637
"(13, '27087')",0.006455806
"(13, '30355')",0.579306006
"(13, '10442')",0.010671459
"(13, '10206')",0.524807811
"(13, '7097')",0.011030614
"(13, '15248')",0.012373893
"(13, '10116')",0.573732853
"(13, '40162')",0.570518613
"(13, '6091')",0.497292817
"(13, '40507')",0.586360157
"(13, '17827')",0.550688267
"(13, '33520')",0.00579592
"(13, '16218')",0.511686206
"(13, '10161')",0.006133062
"(13, '15819')",0.009794983
"(13, '22120')",0.007172158
"(13, '16949')",0.586240411
"(13, '38460')",0.008355273
"(13, '37595')",0.016121788
"(13, '23920')",0.009473911
"(13, '34612')",0.545066833
"(13, '7492')",0.528971314
"(13, '8677')",0.017254271
"(13, '41124')",0.010821679
"(13, '36942')",0.006317262
"(13, '9900')",0.006456521
"(13, '1958')",0.024327712
"(13, '33761')",0.009330357
"(13, '6447')",0.005611414
"(13, '13365')",0.008597182
"(13, '17834')",0.562969863
"(13, '7862')",0.523917198
"(13, '34144')",0.007012944
"(13, '17844')",0.006530888
"(13, '14153')",0.586338282
"(13, '40630')",0.014687311
"(13, '20066')",0.58601737
"(13, '19361')",0.55623275
"(13, '35752')",0.402746856
"(13, '42748')",0.010905676
"(13, '42083')",0.014428549
"(13, '35269')",0.543448806
"(13, '40201')",0.008275545
"(13, '35282')",0.572191119
"(13, '27033')",0.008575669
"(13, '34770')",0.568910003
"(13, '43212')",0.008231456
"(13, '5588')",0.534538269
"(13, '3225')",0.568785369
"(13, '29260')",0.019281894
"(13, '8256')",0.005918906
"(13, '37192')",0.005884607
"(13, '3150')",0.580122709
"(13, '30185')",0.572981298
"(13, '6868')",0.027210729
"(6282, '24837')",0.00766227
"(6282, '41553')",0.512905836
"(6282, '1982')",0.005663366
"(6282, '12146')",0.007038722
"(6282, '13520')",0.006308934
"(6282, '803')",0.262736261
"(6282, '37962')",0.006025769
"(6282, '23154')",0.007885379
"(6282, '12314')",0.005604764
"(6282, '24722')",0.480754256
"(6282, '43560')",0.22858125
"(6282, '7110')",0.390158534
"(6282, '6991')",0.018333569
"(6282, '31504')",0.008839498
"(6282, '40901')",0.333358377
"(6282, '40983')",0.315999627
"(6282, '870')",0.005847753
"(6282, '17226')",0.005536104
"(6282, '28683')",0.006626762
"(6282, '43004')",0.016511815
"(6282, '37349')",0.005671917
"(6282, '18323')",0.039497394
"(6282, '7826')",0.007626888
"(6282, '8312')",0.005761622
"(6282, '21603')",0.010631094
"(6282, '37954')",0.009823601
"(6282, '43796')",0.081890605
"(6282, '31866')",0.008593611
"(6282, '21491')",0.005166581
"(6282, '16558')",0.008365994
"(6282, '9121')",0.031552069
"(6282, '76')",0.018625505
"(6282, '11343')",0.006675792
"(6282, '32719')",0.349999011
"(6282, '13')",0.006574951
"(6282, '35273')",0.009692966
"(6282, '22968')",0.006636571
"(6282, '37955')",0.009212826
"(6282, '18279')",0.006645374
"(6282, '28965')",0.006007028
"(6282, '7130')",0.006211819
"(6282, '29420')",0.005533575
"(6282, '20479')",0.105972819
"(6282, '18304')",0.03141699
"(6282, '24729')",0.017427053
"(6282, '43043')",0.009008517
"(6282, '5246')",0.011075942
"(6282, '36726')",0.025998356
"(6282, '13432')",0.010821231
"(6282, '17496')",0.005522022
"(6282, '371')",0.009596078
"(6282, '19943')",0.005821698
"(6282, '3631')",0.006187715
"(6282, '9705')",0.013429987
"(6282, '32720')",0.007761201
"(6282, '5598')",0.006421655
"(6282, '12406')",0.004779342
"(6282, '40652')",0.113504253
"(6282, '2081')",0.319592416
"(6282, '11911')",0.012325421
"(6282, '5754')",0.031041095
"(6282, '22744')",0.006319205
"(6282, '27964')",0.007736479
"(6282, '23885')",0.011427542
"(6282, '40903')",0.15096961
"(6282, '25981')",0.202640235
"(6282, '33652')",0.014062424
"(6282, '15168')",0.006765828
"(6282, '30528')",0.00693668
"(6282, '9868')",0.005475144
"(6282, '16544')",0.022910893
"(6282, '43564')",0.208806545
"(6282, '12787')",0.010902986
"(6282, '39302')",0.006588941
"(6282, '27957')",0.006752798
"(6282, '42664')",0.010475485
"(6282, '41552')",0.515883386
"(6282, '7779')",0.005548449
"(6282, '27056')",0.224679142
"(6282, '24040')",0.005542459
"(6282, '26799')",0.00609333
"(6282, '12918')",0.044740465
"(6282, '4930')",0.172210872
"(6282, '22326')",0.313716471
"(6282, '12733')",0.007622282
"(6282, '43561')",0.216316745
"(6282, '39776')",0.066442281
"(6282, '8025')",0.008794243
"(6282, '24651')",0.021748075
"(6282, '43194')",0.006488743
"(6282, '7439')",0.007384634
"(6282, '20704')",0.278330684
"(6282, '6483')",0.008446369
"(6282, '33424')",0.009232869
"(6282, '8529')",0.058513451
"(6282, '21572')",0.008833484
"(6282, '43578')",0.007325833
"(6282, '7040')",0.025273442
"(6282, '13541')",0.006547464
"(6282, '4920')",0.005712653
"(5561, '5672')",0.006733094
"(5561, '42908')",0.006906333
"(5561, '21337')",0.006307822
"(5561, '22757')",0.222835004
"(5561, '12550')",0.303225666
"(5561, '43584')",0.007570582
"(5561, '31804')",0.107850507
"(5561, '4186')",0.025446044
"(5561, '288')",0.006706401
"(5561, '33284')",0.089768782
"(5561, '25342')",0.005475794
"(5561, '41061')",0.00819207
"(5561, '9004')",0.008195883
"(5561, '39261')",0.007319857
"(5561, '2555')",0.00685072
"(5561, '11723')",0.006719226
"(5561, '2366')",0.14291127
"(5561, '12539')",0.004820936
"(5561, '15271')",0.006375993
"(5561, '14738')",0.006200538
"(5561, '26236')",0.266167134
"(5561, '26577')",0.00899898
"(5561, '16671')",0.007263049
"(5561, '43111')",0.004679581
"(5561, '25595')",0.00633879
"(5561, '13423')",0.007932168
"(5561, '21974')",0.006696513
"(5561, '43167')",0.006191904
"(5561, '23005')",0.005961295
"(5561, '7069')",0.007073822
"(5561, '14699')",0.014359486
"(5561, '10134')",0.006437916
"(5561, '43250')",0.057553265
"(5561, '30398')",0.006388645
"(5561, '38133')",0.031265985
"(5561, '1788')",0.007091807
"(5561, '366')",0.005584009
"(5561, '5323')",0.008014807
"(5561, '35373')",0.01813308
"(5561, '21969')",0.009043193
"(5561, '4425')",0.005960379
"(5561, '41668')",0.007059087
"(5561, '24029')",0.00901753
"(5561, '33918')",0.032011885
"(5561, '43459')",0.032569885
"(5561, '38739')",0.006257469
"(5561, '36377')",0.006891508
"(5561, '36970')",0.006463594
"(5561, '24605')",0.024439286
"(5561, '36249')",0.009263895
"(5561, '22585')",0.026441325
"(5561, '36111')",0.005491605
"(5561, '33329')",0.007463614
"(5561, '5596')",0.00863505
"(5561, '33928')",0.015866345
"(5561, '29731')",0.006737835
"(5561, '20521')",0.024519643
"(5561, '30666')",0.006321594
"(5561, '2349')",0.005656153
"(5561, '3130')",0.198048949
"(5561, '34820')",0.006129927
"(5561, '4582')",0.010757802
"(5561, '36322')",0.009606223
"(5561, '42762')",0.00808053
"(5561, '8565')",0.013635034
"(5561, '32028')",0.296470642
"(5561, '15082')",0.384260029
"(5561, '14186')",0.005001433
"(5561, '16026')",0.043379042
"(5561, '42043')",0.007181667
"(5561, '32593')",0.133869901
"(5561, '30905')",0.007532815
"(5561, '8295')",0.020600732
"(5561, '43251')",0.014095743
"(5561, '5977')",0.005300183
"(5561, '11856')",0.010376184
"(5561, '29277')",0.005733894
"(5561, '36317')",0.136695385
"(5561, '257')",0.006571912
"(5561, '26303')",0.015214762
"(5561, '17853')",0.007698072
"(5561, '35252')",0.009717522
"(5561, '27914')",0.129703403
"(5561, '39357')",0.007166852
"(5561, '34622')",0.009802382
"(5561, '42572')",0.0128348
"(5561, '31244')",0.00578793
"(5561, '18589')",0.007061431
"(5561, '28057')",0.026488023
"(5561, '24817')",0.007604909
"(5561, '27803')",0.229858428
"(5561, '40812')",0.009616602
"(5561, '36723')",0.015564354
"(5561, '3403')",0.005801742
"(5561, '21530')",0.00982993
"(5561, '2062')",0.008906244
"(5561, '38768')",0.004835893
"(5561, '38304')",0.009667591
"(5561, '3217')",0.006279878
"(5561, '11390')",0.005483788
"(4794, '15412')",0.006645009
"(4794, '39262')",0.028357772
"(4794, '30196')",0.008133137
"(4794, '15830')",0.007963871
"(4794, '16337')",0.004596147
"(4794, '539')",0.005020588
"(4794, '29642')",0.005515689
"(4794, '34536')",0.007998801
"(4794, '23980')",0.016275918
"(4794, '22320')",0.006930554
"(4794, '19359')",0.048850358
"(4794, '40375')",0.006378809
"(4794, '37907')",0.006341775
"(4794, '34662')",0.086202003
"(4794, '7440')",0.00738613
"(4794, '22708')",0.006167878
"(4794, '38905')",0.063039377
"(4794, '32083')",0.006171578
"(4794, '16573')",0.418057263
"(4794, '7541')",0.004739238
"(4794, '32359')",0.006655189
"(4794, '40036')",0.023920719
"(4794, '2872')",0.014922896
"(4794, '10811')",0.014357314
"(4794, '14738')",0.006415546
"(4794, '19807')",0.005797676
"(4794, '16121')",0.00510089
"(4794, '24603')",0.31820792
"(4794, '34729')",0.007035137
"(4794, '18058')",0.007556766
"(4794, '42599')",0.138477117
"(4794, '23295')",0.005794824
"(4794, '18088')",0.008416543
"(4794, '6155')",0.204996169
"(4794, '28119')",0.009273913
"(4794, '41980')",0.148449227
"(4794, '19074')",0.005753304
"(4794, '9684')",0.005110402
"(4794, '42600')",0.140927866
"(4794, '24857')",0.009057824
"(4794, '43763')",0.005289615
"(4794, '37187')",0.005189831
"(4794, '7670')",0.204560146
"(4794, '1804')",0.045200236
"(4794, '14825')",0.106118843
"(4794, '38297')",0.036788438
"(4794, '20252')",0.004845192
"(4794, '9973')",0.005406994
"(4794, '42926')",0.006256402
"(4794, '27759')",0.007824605
"(4794, '9527')",0.007707622
"(4794, '3398')",0.018165765
"(4794, '38906')",0.052357405
"(4794, '33881')",0.005775877
"(4794, '17053')",0.009696473
"(4794, '10935')",0.009434891
"(4794, '38296')",0.119898364
"(4794, '37723')",0.007192729
"(4794, '23310')",0.004515675
"(4794, '12369')",0.005559249
"(4794, '5789')",0.005310762
"(4794, '39263')",0.076012261
"(4794, '17367')",0.25138998
"(4794, '20968')",0.0114538
"(4794, '15000')",0.009293003
"(4794, '42726')",0.005818401
"(4794, '39403')",0.006102274
"(4794, '10462')",0.010527328
"(4794, '11251')",0.00731046
"(4794, '11007')",0.026541568
"(4794, '20673')",0.007913384
"(4794, '24928')",0.005024572
"(4794, '37708')",0.010454568
"(4794, '21035')",0.005773846
"(4794, '1634')",0.03014864
"(4794, '31989')",0.005348449
"(4794, '19102')",0.005441267
"(4794, '9648')",0.008361193
"(4794, '34725')",0.131959856
"(4794, '41193')",0.014815444
"(4794, '25828')",0.005950153
"(4794, '14906')",0.00792273
"(4794, '34971')",0.010110926
"(4794, '29506')",0.004379464
"(4794, '9362')",0.007272104
"(4794, '3696')",0.016220925
"(4794, '22933')",0.007667801
"(4794, '10973')",0.004197703
"(4794, '9600')",0.006706642
"(4794, '35521')",0.019693842
"(4794, '6683')",0.008137226
"(4794, '32751')",0.036927938
"(4794, '15686')",0.009857519
"(4794, '40202')",0.006309909
"(4794, '43750')",0.008865555
"(4794, '6838')",0.007261974
"(4794, '29334')",0.009618796
"(4794, '30176')",0.099645682
"(4794, '9196')",0.007987911
"(4794, '23740')",0.005390649
"(2186, '791')",0.302752376
"(2186, '11205')",0.038085606
"(2186, '42539')",0.006403169
"(2186, '16108')",0.007019
"(2186, '36405')",0.006063557
"(2186, '2320')",0.00705239
"(2186, '23757')",0.007770188
"(2186, '27169')",0.091729619
"(2186, '35021')",0.171293974
"(2186, '36437')",0.007163124
"(2186, '21231')",0.006403885
"(2186, '13691')",0.115931325
"(2186, '8169')",0.00769682
"(2186, '33232')",0.007462494
"(2186, '22316')",0.008292367
"(2186, '11573')",0.007491575
"(2186, '7146')",0.007254634
"(2186, '4704')",0.006738932
"(2186, '23980')",0.176080987
"(2186, '1003')",0.008775533
"(2186, '11128')",0.379240483
"(2186, '30624')",0.277714789
"(2186, '9851')",0.006828804
"(2186, '20757')",0.011566809
"(2186, '36482')",0.329580933
"(2186, '2014')",0.014236065
"(2186, '27742')",0.520169973
"(2186, '9623')",0.408942223
"(2186, '34692')",0.007877358
"(2186, '97')",0.006947074
"(2186, '28940')",0.316047668
"(2186, '4946')",0.026169835
"(2186, '40002')",0.008619243
"(2186, '21108')",0.008042263
"(2186, '14331')",0.006861584
"(2186, '2201')",0.008607731
"(2186, '11513')",0.005399887
"(2186, '15346')",0.006485783
"(2186, '1508')",0.51820308
"(2186, '21638')",0.174573511
"(2186, '312')",0.056214105
"(2186, '38229')",0.253879935
"(2186, '18598')",0.008689592
"(2186, '32849')",0.006320752
"(2186, '40552')",0.00680789
"(2186, '8497')",0.08160203
"(2186, '34988')",0.484018803
"(2186, '16151')",0.010298726
"(2186, '42111')",0.00938855
"(2186, '42366')",0.418261439
"(2186, '16500')",0.008052753
"(2186, '36697')",0.005580939
"(2186, '19055')",0.008498962
"(2186, '19733')",0.012742717
"(2186, '11011')",0.509590149
"(2186, '33429')",0.042593513
"(2186, '35694')",0.098150276
"(2186, '43778')",0.008194488
"(2186, '21436')",0.006486813
"(2186, '29843')",0.007359323
"(2186, '20137')",0.008680979
"(2186, '16816')",0.55709517
"(2186, '36156')",0.007756573
"(2186, '41595')",0.007872621
"(2186, '23330')",0.007231264
"(2186, '27514')",0.029338537
"(2186, '33687')",0.017380843
"(2186, '982')",0.090497777
"(2186, '11008')",0.007026388
"(2186, '41291')",0.013162582
"(2186, '36920')",0.472435057
"(2186, '42917')",0.018888287
"(2186, '20699')",0.005761962
"(2186, '330')",0.011092375
"(2186, '19362')",0.034699313
"(2186, '37986')",0.092922792
"(2186, '10199')",0.007124808
"(2186, '22464')",0.007069801
"(2186, '8909')",0.037045196
"(2186, '8693')",0.00652296
"(2186, '32788')",0.006426547
"(2186, '30742')",0.006930281
"(2186, '18792')",0.211362973
"(2186, '21110')",0.007254267
"(2186, '34611')",0.499778032
"(2186, '19135')",0.01113477
"(2186, '41462')",0.008831856
"(2186, '15307')",0.319579422
"(2186, '1719')",0.032512985
"(2186, '2534')",0.537208617
"(2186, '14681')",0.007175839
"(2186, '33842')",0.240716025
"(2186, '39739')",0.02101586
"(2186, '42317')",0.00576412
"(2186, '27899')",0.071496144
"(2186, '6471')",0.007053808
"(2186, '37886')",0.006620135
"(2186, '39565')",0.006689399
"(2186, '37918')",0.008369434
"(2186, '34004')",0.010521329
"(2203, '13212')",0.013020405
"(2203, '25408')",0.00756513
"(2203, '29462')",0.230692565
"(2203, '42718')",0.262650728
"(2203, '5406')",0.363850534
"(2203, '31521')",0.008944986
"(2203, '9465')",0.005752845
"(2203, '1443')",0.01400019
"(2203, '32904')",0.006897799
"(2203, '18992')",0.006898446
"(2203, '5345')",0.481919259
"(2203, '7631')",0.007073866
"(2203, '38020')",0.562960982
"(2203, '31080')",0.029501079
"(2203, '33394')",0.296394557
"(2203, '22847')",0.007469872
"(2203, '8476')",0.012893463
"(2203, '9159')",0.546143174
"(2203, '12953')",0.019598788
"(2203, '31460')",0.591085315
"(2203, '35029')",0.008619768
"(2203, '36855')",0.476922423
"(2203, '21423')",0.458788842
"(2203, '9911')",0.010406247
"(2203, '30600')",0.230191439
"(2203, '39704')",0.014146408
"(2203, '18699')",0.014696257
"(2203, '33756')",0.147506744
"(2203, '41929')",0.007524064
"(2203, '20042')",0.007477127
"(2203, '27220')",0.006043828
"(2203, '33637')",0.005921266
"(2203, '32972')",0.009961735
"(2203, '20272')",0.012365777
"(2203, '26274')",0.492267102
"(2203, '31931')",0.167597607
"(2203, '10006')",0.010457657
"(2203, '5293')",0.177736625
"(2203, '9092')",0.00659137
"(2203, '16812')",0.010178296
"(2203, '20976')",0.054345395
"(2203, '18694')",0.34104234
"(2203, '43173')",0.179635987
"(2203, '3724')",0.005767004
"(2203, '41698')",0.00982729
"(2203, '31653')",0.007877004
"(2203, '27470')",0.240319386
"(2203, '777')",0.013282541
"(2203, '8678')",0.006632383
"(2203, '43205')",0.014640915
"(2203, '7273')",0.535948515
"(2203, '33746')",0.028348735
"(2203, '5717')",0.549334884
"(2203, '19946')",0.006651507
"(2203, '16515')",0.005040636
"(2203, '5922')",0.0106623
"(2203, '14939')",0.017681453
"(2203, '19015')",0.090007074
"(2203, '17829')",0.009841145
"(2203, '27769')",0.537236273
"(2203, '22784')",0.015755542
"(2203, '4326')",0.007458285
"(2203, '15489')",0.009124499
"(2203, '2158')",0.49733302
"(2203, '31978')",0.008313596
"(2203, '18969')",0.007427546
"(2203, '26453')",0.449498415
"(2203, '30914')",0.007744041
"(2203, '16218')",0.005896799
"(2203, '3981')",0.007258605
"(2203, '17103')",0.499904275
"(2203, '24815')",0.233841166
"(2203, '28968')",0.016282044
"(2203, '15759')",0.027064389
"(2203, '29596')",0.012355183
"(2203, '32047')",0.551656127
"(2203, '42363')",0.037289485
"(2203, '8807')",0.010221262
"(2203, '37205')",0.006987164
"(2203, '38410')",0.006556881
"(2203, '3264')",0.007202914
"(2203, '31050')",0.037385203
"(2203, '30476')",0.00672671
"(2203, '15236')",0.006256705
"(2203, '21260')",0.007470767
"(2203, '31878')",0.006097227
"(2203, '35282')",0.335825056
"(2203, '11291')",0.008993895
"(2203, '3753')",0.007437368
"(2203, '29150')",0.021201765
"(2203, '4663')",0.116298042
"(2203, '5349')",0.523487628
"(2203, '428')",0.305396885
"(2203, '29635')",0.012857197
"(2203, '7185')",0.006346422
"(2203, '12141')",0.006542
"(2203, '43750')",0.008680096
"(2203, '36425')",0.006025887
"(2203, '8894')",0.40970695
"(2203, '34577')",0.561899424
"(1405, '15412')",0.21284768
"(1405, '1969')",0.187375829
"(1405, '28314')",0.006557927
"(1405, '7121')",0.008086832
"(1405, '20882')",0.007239478
"(1405, '974')",0.200161859
"(1405, '43549')",0.012932459
"(1405, '14341')",0.066538103
"(1405, '34818')",0.007320696
"(1405, '11169')",0.00729335
"(1405, '35328')",0.218904182
"(1405, '31266')",0.006942569
"(1405, '41447')",0.110900208
"(1405, '7238')",0.006313102
"(1405, '28691')",0.008523863
"(1405, '15214')",0.008655333
"(1405, '25460')",0.223339647
"(1405, '33659')",0.049794327
"(1405, '558')",0.008122392
"(1405, '40669')",0.023256712
"(1405, '40819')",0.407660574
"(1405, '22565')",0.00733766
"(1405, '25817')",0.007400982
"(1405, '10115')",0.192725852
"(1405, '25736')",0.007311394
"(1405, '35762')",0.006851947
"(1405, '6829')",0.008131929
"(1405, '12704')",0.009879185
"(1405, '36083')",0.243605107
"(1405, '17606')",0.01194106
"(1405, '11104')",0.005517599
"(1405, '26823')",0.010270759
"(1405, '43382')",0.02156348
"(1405, '2406')",0.007298924
"(1405, '20158')",0.008882678
"(1405, '17959')",0.081070863
"(1405, '1317')",0.011687832
"(1405, '23054')",0.141166076
"(1405, '9060')",0.026473356
"(1405, '8453')",0.006429879
"(1405, '11392')",0.006986548
"(1405, '41941')",0.007791161
"(1405, '25024')",0.008191745
"(1405, '27689')",0.072373569
"(1405, '15263')",0.007777393
"(1405, '19018')",0.007247772
"(1405, '43373')",0.006521881
"(1405, '13679')",0.010298755
"(1405, '36119')",0.206272379
"(1405, '29648')",0.006283074
"(1405, '25230')",0.008276669
"(1405, '42039')",0.007173105
"(1405, '17818')",0.020292191
"(1405, '16799')",0.006431615
"(1405, '6350')",0.006689093
"(1405, '38433')",0.008406368
"(1405, '42497')",0.012252246
"(1405, '30079')",0.006062244
"(1405, '10905')",0.006686894
"(1405, '18150')",0.010929846
"(1405, '39250')",0.005235282
"(1405, '40491')",0.034479596
"(1405, '21489')",0.007102078
"(1405, '33399')",0.007330953
"(1405, '19442')",0.01589041
"(1405, '1015')",0.006507361
"(1405, '8340')",0.008232535
"(1405, '36309')",0.075541921
"(1405, '26723')",0.032971397
"(1405, '13559')",0.140332475
"(1405, '25881')",0.008168831
"(1405, '25443')",0.007932818
"(1405, '36054')",0.006043382
"(1405, '31517')",0.008121989
"(1405, '13829')",0.009059973
"(1405, '8614')",0.054891139
"(1405, '11546')",0.005786879
"(1405, '37728')",0.017649753
"(1405, '31337')",0.005812198
"(1405, '20711')",0.031900488
"(1405, '30326')",0.007099201
"(1405, '15439')",0.005855409
"(1405, '10228')",0.00532403
"(1405, '31714')",0.023021106
"(1405, '32697')",0.074438363
"(1405, '2459')",0.008234995
"(1405, '31708')",0.008192918
"(1405, '6695')",0.014208626
"(1405, '36889')",0.005216962
"(1405, '22818')",0.140428692
"(1405, '40271')",0.006513023
"(1405, '15402')",0.011515708
"(1405, '28261')",0.259237617
"(1405, '8587')",0.197378799
"(1405, '10920')",0.185772568
"(1405, '40409')",0.006250313
"(1405, '9189')",0.010162878
"(1405, '38082')",0.006573616
"(1405, '33251')",0.00814762
"(1405, '16411')",0.074971713
"(6046, '18047')",0.217885956
"(6046, '42615')",0.025847651
"(6046, '559')",0.009536946
"(6046, '40474')",0.033205342
"(6046, '9999')",0.012845251
"(6046, '9864')",0.445801079
"(6046, '30846')",0.02090887
"(6046, '21408')",0.066537194
"(6046, '12932')",0.006854874
"(6046, '2684')",0.009641863
"(6046, '31536')",0.18286711
"(6046, '1350')",0.023980131
"(6046, '29957')",0.322751909
"(6046, '21589')",0.095088877
"(6046, '2103')",0.380846322
"(6046, '4723')",0.340508133
"(6046, '36511')",0.007369465
"(6046, '33991')",0.010422922
"(6046, '30238')",0.00676687
"(6046, '27754')",0.016742386
"(6046, '29592')",0.0348875
"(6046, '34600')",0.012909744
"(6046, '33394')",0.016742598
"(6046, '37029')",0.009069498
"(6046, '8368')",0.015242179
"(6046, '10415')",0.007368663
"(6046, '39811')",0.045671493
"(6046, '41396')",0.13689743
"(6046, '26131')",0.007273691
"(6046, '29934')",0.011673706
"(6046, '6371')",0.201803356
"(6046, '13849')",0.006394077
"(6046, '2611')",0.266389281
"(6046, '2563')",0.02276478
